averageHeight,averageSmall,mastHeight,mastSmall,averageAir,mastAir,lostAir,date,weekDay,mastHeightDay,mastSmallDay,wearther,wind,windOrder,city
3,-7,14,-14,105,0,211,2023-01-01,星期日,4,-7,多云,西北风,1,北京
3,-7,14,-14,105,0,211,2023-01-02,星期一,3,-8,多云,东风,1,北京
3,-7,14,-14,105,0,211,2023-01-03,星期二,3,-8,多云,东北风,1,北京
3,-7,14,-14,105,0,211,2023-01-04,星期三,5,-8,晴,东北风,1,北京
3,-7,14,-14,105,0,211,2023-01-05,星期四,4,-6,多云,西南风,1,北京
3,-7,14,-14,105,0,211,2023-01-06,星期五,9,-7,多云,东北风,1,北京
3,-7,14,-14,105,0,211,2023-01-07,星期六,7,-6,多云,南风,1,北京
3,-7,14,-14,105,0,211,2023-01-08,星期日,12,-5,晴,西南风,3,北京
3,-7,14,-14,105,0,211,2023-01-09,星期一,8,-6,多云,西风,5,北京
3,-7,14,-14,105,0,211,2023-01-10,星期二,7,-6,晴,东南风,4,北京
3,-7,14,-14,105,0,211,2023-01-11,星期三,2,-4,多云,北风,1,北京
3,-7,14,-14,105,0,211,2023-01-12,星期四,3,0,多云,北风,1,北京
3,-7,14,-14,105,0,211,2023-01-13,星期五,7,-4,多云,东北风,2,北京
3,-7,14,-14,105,0,211,2023-01-14,星期六,-2,-10,阴,西北风,4,北京
3,-7,14,-14,105,0,211,2023-01-15,星期日,0,-10,晴,西风,2,北京
3,-7,14,-14,105,0,211,2023-01-16,星期一,1,-8,晴,东北风,3,北京
3,-7,14,-14,105,0,211,2023-01-17,星期二,3,-9,晴,西北风,2,北京
3,-7,14,-14,105,0,211,2023-01-18,星期三,3,-6,晴,北风,1,北京
3,-7,14,-14,105,0,211,2023-01-19,星期四,4,-9,晴,西北风,1,北京
3,-7,14,-14,105,0,211,2023-01-20,星期五,-1,-9,晴,南风,1,北京
3,-7,14,-14,105,0,211,2023-01-21,星期六,1,-9,晴,北风,1,北京
3,-7,14,-14,105,0,211,2023-01-22,星期日,4,-8,多云,西北风,2,北京
3,-7,14,-14,105,0,211,2023-01-23,星期一,-3,-14,多云,西北风,3,北京
3,-7,14,-14,105,0,211,2023-01-24,星期二,-6,-13,晴,西南风,1,北京
3,-7,14,-14,105,0,211,2023-01-25,星期三,-4,-10,多云,东北风,2,北京
3,-7,14,-14,105,0,211,2023-01-26,星期四,1,-9,多云,西北风,2,北京
3,-7,14,-14,105,0,211,2023-01-27,星期五,2,-9,晴,西风,3,北京
3,-7,14,-14,105,0,211,2023-01-28,星期六,6,-5,晴,西南风,1,北京
3,-7,14,-14,105,0,211,2023-01-29,星期日,10,-6,晴,北风,1,北京
3,-7,14,-14,105,0,211,2023-01-30,星期一,8,-5,晴,东风,2,北京
3,-7,14,-14,105,0,211,2023-01-31,星期二,14,-3,晴,北风,3,北京
6,-3,14,-8,105,12,199,2023-02-01,星期三,4,-8,多云,东北风,2,北京
6,-3,14,-8,105,12,199,2023-02-02,星期四,2,-7,多云,东北风,1,北京
6,-3,14,-8,105,12,199,2023-02-03,星期五,5,-5,多云,东风,1,北京
6,-3,14,-8,105,12,199,2023-02-04,星期六,9,-6,晴,南风,2,北京
6,-3,14,-8,105,12,199,2023-02-05,星期日,6,-4,多云,东北风,1,北京
6,-3,14,-8,105,12,199,2023-02-06,星期一,8,-5,多云,东南风,2,北京
6,-3,14,-8,105,12,199,2023-02-07,星期二,6,-5,晴,东北风,1,北京
6,-3,14,-8,105,12,199,2023-02-08,星期三,7,-2,多云,南风,2,北京
6,-3,14,-8,105,12,199,2023-02-09,星期四,1,-5,多云,北风,2,北京
6,-3,14,-8,105,12,199,2023-02-10,星期五,3,-3,多云,北风,2,北京
6,-3,14,-8,105,12,199,2023-02-11,星期六,3,0,多云,东北风,2,北京
6,-3,14,-8,105,12,199,2023-02-12,星期日,2,-4,大雪,北风,1,北京
6,-3,14,-8,105,12,199,2023-02-13,星期一,6,-2,多云,西风,3,北京
6,-3,14,-8,105,12,199,2023-02-14,星期二,4,-5,多云,南风,1,北京
6,-3,14,-8,105,12,199,2023-02-15,星期三,4,-6,多云,西南风,2,北京
6,-3,14,-8,105,12,199,2023-02-16,星期四,6,-4,多云,西南风,1,北京
6,-3,14,-8,105,12,199,2023-02-17,星期五,5,-1,多云,东北风,1,北京
6,-3,14,-8,105,12,199,2023-02-18,星期六,4,-5,多云,西北风,3,北京
6,-3,14,-8,105,12,199,2023-02-19,星期日,11,-3,晴,北风,2,北京
6,-3,14,-8,105,12,199,2023-02-20,星期一,6,-5,晴,西北风,2,北京
6,-3,14,-8,105,12,199,2023-02-21,星期二,5,-3,多云,北风,1,北京
6,-3,14,-8,105,12,199,2023-02-22,星期三,9,-2,多云,东北风,2,北京
6,-3,14,-8,105,12,199,2023-02-23,星期四,10,0,多云,北风,2,北京
6,-3,14,-8,105,12,199,2023-02-24,星期五,7,-5,多云,北风,2,北京
6,-3,14,-8,105,12,199,2023-02-25,星期六,10,-4,晴,西南风,2,北京
6,-3,14,-8,105,12,199,2023-02-26,星期日,11,-1,晴,南风,1,北京
6,-3,14,-8,105,12,199,2023-02-27,星期一,12,1,多云,北风,1,北京
6,-3,14,-8,105,12,199,2023-02-28,星期二,14,-1,多云,北风,2,北京
16,3,27,-3,181,24,338,2023-03-01,星期三,10,-3,晴,东北风,2,北京
16,3,27,-3,181,24,338,2023-03-02,星期四,14,0,晴,西北风,2,北京
16,3,27,-3,181,24,338,2023-03-03,星期五,20,0,晴,东北风,1,北京
16,3,27,-3,181,24,338,2023-03-04,星期六,16,0,多云~晴,北风,1,北京
16,3,27,-3,181,24,338,2023-03-05,星期日,11,2,多云~晴,北风,1,北京
16,3,27,-3,181,24,338,2023-03-06,星期一,23,3,多云~晴,西南风,1,北京
16,3,27,-3,181,24,338,2023-03-07,星期二,21,7,多云,东北风,1,北京
16,3,27,-3,181,24,338,2023-03-08,星期三,19,2,多云~晴,东南风,2,北京
16,3,27,-3,181,24,338,2023-03-09,星期四,19,6,多云~晴,东北风,1,北京
16,3,27,-3,181,24,338,2023-03-10,星期五,27,8,多云,北风,3,北京
16,3,27,-3,181,24,338,2023-03-11,星期六,14,1,多云~小雨,北风,4,北京
16,3,27,-3,181,24,338,2023-03-12,星期日,11,-1,多云,东南风,2,北京
16,3,27,-3,181,24,338,2023-03-13,星期一,15,3,多云,东北风,1,北京
16,3,27,-3,181,24,338,2023-03-14,星期二,21,1,扬沙~晴,北风,3,北京
16,3,27,-3,181,24,338,2023-03-15,星期三,11,-1,多云~晴,东北风,1,北京
16,3,27,-3,181,24,338,2023-03-16,星期四,11,1,多云,北风,1,北京
16,3,27,-3,181,24,338,2023-03-17,星期五,10,1,多云,北风,1,北京
16,3,27,-3,181,24,338,2023-03-18,星期六,17,1,多云~晴,西南风,2,北京
16,3,27,-3,181,24,338,2023-03-19,星期日,14,5,多云,北风,1,北京
16,3,27,-3,181,24,338,2023-03-20,星期一,16,7,多云,东北风,1,北京
16,3,27,-3,181,24,338,2023-03-21,星期二,18,10,多云,东南风,1,北京
16,3,27,-3,181,24,338,2023-03-22,星期三,15,4,多云,北风,2,北京
16,3,27,-3,181,24,338,2023-03-23,星期四,12,4,多云,西北风,2,北京
16,3,27,-3,181,24,338,2023-03-24,星期五,13,3,多云~阴,西北风,1,北京
16,3,27,-3,181,24,338,2023-03-25,星期六,15,-1,多云~晴,西南风,1,北京
16,3,27,-3,181,24,338,2023-03-26,星期日,16,3,多云~晴,西南风,3,北京
16,3,27,-3,181,24,338,2023-03-27,星期一,20,5,多云~晴,北风,3,北京
16,3,27,-3,181,24,338,2023-03-28,星期二,21,7,多云,北风,4,北京
16,3,27,-3,181,24,338,2023-03-29,星期三,25,10,多云~晴,西风,4,北京
16,3,27,-3,181,24,338,2023-03-30,星期四,25,11,多云~晴,西风,1,北京
16,3,27,-3,181,24,338,2023-03-31,星期五,23,10,多云,东南风,2,北京
19,9,28,4,257,30,484,2023-04-01,星期六,22,12,多云,西南风,3,北京
19,9,28,4,257,30,484,2023-04-02,星期日,20,13,多云~阴,西南风,2,北京
19,9,28,4,257,30,484,2023-04-03,星期一,18,9,多云~小雨,东风,3,北京
19,9,28,4,257,30,484,2023-04-04,星期二,12,6,小雨,东北风,3,北京
19,9,28,4,257,30,484,2023-04-05,星期三,17,9,多云~小雨,北风,1,北京
19,9,28,4,257,30,484,2023-04-06,星期四,18,5,多云~晴,西北风,3,北京
19,9,28,4,257,30,484,2023-04-07,星期五,16,4,晴,西北风,4,北京
19,9,28,4,257,30,484,2023-04-08,星期六,22,8,晴~多云,西南风,3,北京
19,9,28,4,257,30,484,2023-04-09,星期日,22,10,多云,南风,2,北京
19,9,28,4,257,30,484,2023-04-10,星期一,28,11,多云,西南风,2,北京
19,9,28,4,257,30,484,2023-04-11,星期二,18,5,多云~晴,西北风,4,北京
19,9,28,4,257,30,484,2023-04-12,星期三,22,11,多云~晴,西南风,3,北京
19,9,28,4,257,30,484,2023-04-13,星期四,22,13,多云,东南风,1,北京
19,9,28,4,257,30,484,2023-04-14,星期五,20,8,多云~晴,西北风,4,北京
19,9,28,4,257,30,484,2023-04-15,星期六,20,7,多云~晴,西北风,2,北京
19,9,28,4,257,30,484,2023-04-16,星期日,21,10,多云,南风,2,北京
19,9,28,4,257,30,484,2023-04-17,星期一,21,10,多云,东北风,2,北京
19,9,28,4,257,30,484,2023-04-18,星期二,27,9,多云~晴,南风,1,北京
19,9,28,4,257,30,484,2023-04-19,星期三,26,16,多云~扬沙,西南风,3,北京
19,9,28,4,257,30,484,2023-04-20,星期四,18,12,多云~阴,东北风,4,北京
19,9,28,4,257,30,484,2023-04-21,星期五,14,8,多云~小雨,西南风,3,北京
19,9,28,4,257,30,484,2023-04-22,星期六,14,7,多云,南风,1,北京
19,9,28,4,257,30,484,2023-04-23,星期日,16,6,多云,东南风,2,北京
19,9,28,4,257,30,484,2023-04-24,星期一,17,8,多云~阴,西南风,3,北京
19,9,28,4,257,30,484,2023-04-25,星期二,20,5,多云~晴,西北风,3,北京
19,9,28,4,257,30,484,2023-04-26,星期三,19,10,多云,西南风,3,北京
19,9,28,4,257,30,484,2023-04-27,星期四,20,12,多云~小雨,西北风,1,北京
19,9,28,4,257,30,484,2023-04-28,星期五,21,11,雾~多云,西南风,2,北京
19,9,28,4,257,30,484,2023-04-29,星期六,24,9,多云~晴,西北风,3,北京
19,9,28,4,257,30,484,2023-04-30,星期日,24,11,多云~晴,西南风,1,北京
26,15,34,11,79,25,134,2023-05-01,星期一,25,16,多云~小雨,西北风,3,北京
26,15,34,11,79,25,134,2023-05-02,星期二,28,16,多云~晴,东北风,3,北京
26,15,34,11,79,25,134,2023-05-03,星期三,27,15,多云,东南风,2,北京
26,15,34,11,79,25,134,2023-05-04,星期四,20,15,多云~小雨,西北风,2,北京
26,15,34,11,79,25,134,2023-05-05,星期五,19,14,多云,西北风,2,北京
26,15,34,11,79,25,134,2023-05-06,星期六,24,12,多云~晴,东风,1,北京
26,15,34,11,79,25,134,2023-05-07,星期日,26,11,晴,南风,1,北京
26,15,34,11,79,25,134,2023-05-08,星期一,28,13,多云,东南风,2,北京
26,15,34,11,79,25,134,2023-05-09,星期二,27,14,多云,东风,3,北京
26,15,34,11,79,25,134,2023-05-10,星期三,27,14,多云,西南风,6,北京
26,15,34,11,79,25,134,2023-05-11,星期四,27,13,多云,西北风,2,北京
26,15,34,11,79,25,134,2023-05-12,星期五,25,15,小雨~晴,西南风,2,北京
26,15,34,11,79,25,134,2023-05-13,星期六,28,16,多云~晴,东风,4,北京
26,15,34,11,79,25,134,2023-05-14,星期日,30,16,晴,东北风,2,北京
26,15,34,11,79,25,134,2023-05-15,星期一,34,22,多云~晴,东南风,3,北京
26,15,34,11,79,25,134,2023-05-16,星期二,34,20,多云~小雨,西北风,1,北京
26,15,34,11,79,25,134,2023-05-17,星期三,27,15,多云,东北风,3,北京
26,15,34,11,79,25,134,2023-05-18,星期四,28,14,多云~小雨,东南风,2,北京
26,15,34,11,79,25,134,2023-05-19,星期五,20,14,小雨~扬沙,北风,5,北京
26,15,34,11,79,25,134,2023-05-20,星期六,24,16,多云~扬沙,南风,2,北京
26,15,34,11,79,25,134,2023-05-21,星期日,26,15,多云,北风,3,北京
26,15,34,11,79,25,134,2023-05-22,星期一,30,15,晴,东南风,1,北京
26,15,34,11,79,25,134,2023-05-23,星期二,30,18,多云,南风,2,北京
26,15,34,11,79,25,134,2023-05-24,星期三,28,18,多云~小雨,南风,2,北京
26,15,34,11,79,25,134,2023-05-25,星期四,25,16,多云,西北风,2,北京
26,15,34,11,79,25,134,2023-05-26,星期五,29,19,多云,西风,2,北京
26,15,34,11,79,25,134,2023-05-27,星期六,22,16,小雨~多云,东北风,2,北京
26,15,34,11,79,25,134,2023-05-28,星期日,28,19,多云~晴,西风,3,北京
26,15,34,11,79,25,134,2023-05-29,星期一,31,19,多云~小雨,西南风,3,北京
26,15,34,11,79,25,134,2023-05-30,星期二,25,15,多云,东北风,4,北京
26,15,34,11,79,25,134,2023-05-31,星期三,26,16,多云,东南风,3,北京
33,20,41,10,49,0,98,2023-06-01,星期四,31,16,多云~晴,东北风,2,北京
33,20,41,10,49,0,98,2023-06-02,星期五,31,17,多云,东南风,2,北京
33,20,41,10,49,0,98,2023-06-03,星期六,33,19,多云,西南风,2,北京
33,20,41,10,49,0,98,2023-06-04,星期日,33,20,多云~晴,西风,2,北京
33,20,41,10,49,0,98,2023-06-05,星期一,35,21,多云,东南风,3,北京
33,20,41,10,49,0,98,2023-06-06,星期二,34,22,晴,西南风,1,北京
33,20,41,10,49,0,98,2023-06-07,星期三,37,21,阴~晴,南风,4,北京
33,20,41,10,49,0,98,2023-06-08,星期四,34,19,多云,西风,4,北京
33,20,41,10,49,0,98,2023-06-09,星期五,34,20,多云,北风,3,北京
33,20,41,10,49,0,98,2023-06-10,星期六,30,17,多云~晴,东风,4,北京
33,20,41,10,49,0,98,2023-06-11,星期日,30,17,小雨,西北风,3,北京
33,20,41,10,49,0,98,2023-06-12,星期一,30,19,多云,西风,2,北京
33,20,41,10,49,0,98,2023-06-13,星期二,33,20,晴,西北风,2,北京
33,20,41,10,49,0,98,2023-06-14,星期三,36,21,多云~晴,北风,4,北京
33,20,41,10,49,0,98,2023-06-15,星期四,37,23,晴,北风,3,北京
33,20,41,10,49,0,98,2023-06-16,星期五,39,24,晴,北风,4,北京
33,20,41,10,49,0,98,2023-06-17,星期六,37,22,多云~晴,北风,2,北京
33,20,41,10,49,0,98,2023-06-18,星期日,34,22,多云,东南风,2,北京
33,20,41,10,49,0,98,2023-06-19,星期一,28,18,小雨,东风,1,北京
33,20,41,10,49,0,98,2023-06-20,星期二,34,19,多云~晴,东风,1,北京
33,20,41,10,49,0,98,2023-06-21,星期三,38,22,多云~晴,北风,3,北京
33,20,41,10,49,0,98,2023-06-22,星期四,41,24,多云~晴,西北风,3,北京
33,20,41,10,49,0,98,2023-06-23,星期五,40,26,多云,南风,3,北京
33,20,41,10,49,0,98,2023-06-24,星期六,40,25,多云~晴,南风,2,北京
33,20,41,10,49,0,98,2023-06-25,星期日,34,22,多云,东南风,2,北京
33,20,41,10,49,0,98,2023-06-26,星期一,32,24,多云,东北风,2,北京
33,20,41,10,49,0,98,2023-06-27,星期二,30,25,小雨到大雨,西风,4,北京
33,20,41,10,49,0,98,2023-06-28,星期三,35,25,晴,西北风,3,北京
33,20,41,10,49,0,98,2023-06-29,星期四,17,10,晴,西风,4,北京
33,20,41,10,49,0,98,2023-06-30,星期五,30,26,小雨,西南风,3,北京
32,22,41,21,53,12,94,2023-07-01,星期六,39,25,多云,东北风,2,北京
32,22,41,21,53,12,94,2023-07-02,星期日,38,24,多云,南风,2,北京
32,22,41,21,53,12,94,2023-07-03,星期一,33,23,多云~中雨,东南风,1,北京
32,22,41,21,53,12,94,2023-07-04,星期二,31,21,小雨~晴,西风,5,北京
32,22,41,21,53,12,94,2023-07-05,星期三,40,23,晴,东南风,3,北京
32,22,41,21,53,12,94,2023-07-06,星期四,41,24,晴,西风,2,北京
32,22,41,21,53,12,94,2023-07-07,星期五,37,23,多云~晴,西北风,3,北京
32,22,41,21,53,12,94,2023-07-08,星期六,37,24,晴,西风,3,北京
32,22,41,21,53,12,94,2023-07-09,星期日,38,25,晴,南风,2,北京
32,22,41,21,53,12,94,2023-07-10,星期一,39,26,多云~小雨,南风,3,北京
32,22,41,21,53,12,94,2023-07-11,星期二,34,24,多云~小雨,西南风,1,北京
32,22,41,21,53,12,94,2023-07-12,星期三,23,21,小雨,西南风,2,北京
32,22,41,21,53,12,94,2023-07-13,星期四,23,22,小雨~多云,南风,1,北京
32,22,41,21,53,12,94,2023-07-14,星期五,35,23,多云~晴,西南风,5,北京
32,22,41,21,53,12,94,2023-07-15,星期六,32,23,阴~晴,西风,1,北京
32,22,41,21,53,12,94,2023-07-16,星期日,36,21,晴,西南风,2,北京
32,22,41,21,53,12,94,2023-07-17,星期一,36,23,晴,西北风,2,北京
32,22,41,21,53,12,94,2023-07-18,星期二,36,25,晴,东南风,4,北京
32,22,41,21,53,12,94,2023-07-19,星期三,37,24,晴,北风,2,北京
32,22,41,21,53,12,94,2023-07-20,星期四,36,24,小雨~雷阵雨,东北风,1,北京
32,22,41,21,53,12,94,2023-07-21,星期五,27,21,小雨~中雨,东南风,2,北京
32,22,41,21,53,12,94,2023-07-22,星期六,26,22,暴雨~多云,西南风,4,北京
32,22,41,21,53,12,94,2023-07-23,星期日,34,24,多云,西北风,3,北京
32,22,41,21,53,12,94,2023-07-24,星期一,34,24,多云~雷阵雨,西南风,2,北京
32,22,41,21,53,12,94,2023-07-25,星期二,34,24,晴~多云,北风,4,北京
32,22,41,21,53,12,94,2023-07-26,星期三,34,24,大雨~小雨,西南风,2,北京
32,22,41,21,53,12,94,2023-07-27,星期四,33,24,多云~小雨,西南风,4,北京
32,22,41,21,53,12,94,2023-07-28,星期五,30,23,阴~小雨,北风,1,北京
32,22,41,21,53,12,94,2023-07-29,星期六,29,23,小雨~大雨,西北风,2,北京
32,22,41,21,53,12,94,2023-07-30,星期日,24,21,大暴雨~暴雨,南风,1,北京
32,22,41,21,53,12,94,2023-07-31,星期一,26,24,暴雨~大雨,南风,2,北京
30,22,36,10,41,0,83,2023-08-01,星期二,28,25,中雨~小雨,东南风,2,北京
30,22,36,10,41,0,83,2023-08-02,星期三,31,26,多云~晴,西南风,3,北京
30,22,36,10,41,0,83,2023-08-03,星期四,32,26,多云~小雨,西南风,2,北京
30,22,36,10,41,0,83,2023-08-04,星期五,34,26,多云,东北风,1,北京
30,22,36,10,41,0,83,2023-08-05,星期六,36,25,阴~小雨,东北风,2,北京
30,22,36,10,41,0,83,2023-08-06,星期日,28,23,阴~多云,南风,2,北京
30,22,36,10,41,0,83,2023-08-07,星期一,27,23,阴~小雨,东南风,1,北京
30,22,36,10,41,0,83,2023-08-08,星期二,31,24,多云,南风,2,北京
30,22,36,10,41,0,83,2023-08-09,星期三,33,24,多云~小雨,东南风,1,北京
30,22,36,10,41,0,83,2023-08-10,星期四,32,23,多云~阴,东南风,2,北京
30,22,36,10,41,0,83,2023-08-11,星期五,29,23,阴~中雨,东南风,1,北京
30,22,36,10,41,0,83,2023-08-12,星期六,31,22,阴~晴,东风,2,北京
30,22,36,10,41,0,83,2023-08-13,星期日,34,23,多云~晴,南风,1,北京
30,22,36,10,41,0,83,2023-08-14,星期一,35,24,晴,西南风,1,北京
30,22,36,10,41,0,83,2023-08-15,星期二,34,24,阴~晴,西南风,2,北京
30,22,36,10,41,0,83,2023-08-16,星期三,35,24,阴~多云,南风,1,北京
30,22,36,10,41,0,83,2023-08-17,星期四,32,25,阴,东南风,2,北京
30,22,36,10,41,0,83,2023-08-18,星期五,36,22,阴~多云,西北风,1,北京
30,22,36,10,41,0,83,2023-08-19,星期六,35,23,晴~多云,东南风,1,北京
30,22,36,10,41,0,83,2023-08-20,星期日,33,23,阴~中雨,东南风,2,北京
30,22,36,10,41,0,83,2023-08-21,星期一,29,22,阴~晴,西南风,2,北京
30,22,36,10,41,0,83,2023-08-22,星期二,31,20,晴,东北风,2,北京
30,22,36,10,41,0,83,2023-08-23,星期三,31,21,多云~雷阵雨,东南风,1,北京
30,22,36,10,41,0,83,2023-08-24,星期四,22,18,小雨~多云,东北风,1,北京
30,22,36,10,41,0,83,2023-08-25,星期五,28,21,阴~雷阵雨,西南风,1,北京
30,22,36,10,41,0,83,2023-08-26,星期六,25,25,多云,东南风,4,北京
30,22,36,10,41,0,83,2023-08-27,星期日,32,22,晴,西风,1,北京
30,22,36,10,41,0,83,2023-08-28,星期一,33,25,多云,东南风,3,北京
30,22,36,10,41,0,83,2023-08-29,星期二,22,10,阴,北风,2,北京
30,22,36,10,41,0,83,2023-08-30,星期三,32,20,晴,西南风,3,北京
30,22,36,10,41,0,83,2023-08-31,星期四,25,24,晴,东南风,4,北京
26,17,32,11,71,23,120,2023-09-01,星期五,30,20,阴~多云,西南风,1,北京
26,17,32,11,71,23,120,2023-09-02,星期六,28,20,多云~雷阵雨,南风,2,北京
26,17,32,11,71,23,120,2023-09-03,星期日,30,21,阴~多云,东南风,1,北京
26,17,32,11,71,23,120,2023-09-04,星期一,30,22,阴~晴,南风,1,北京
26,17,32,11,71,23,120,2023-09-05,星期二,32,22,阴~多云,东南风,2,北京
26,17,32,11,71,23,120,2023-09-06,星期三,32,22,阴~晴,西南风,2,北京
26,17,32,11,71,23,120,2023-09-07,星期四,31,23,多云~阴,西南风,3,北京
26,17,32,11,71,23,120,2023-09-08,星期五,28,22,阴~雷阵雨,北风,2,北京
26,17,32,11,71,23,120,2023-09-09,星期六,23,20,中雨~小雨,东南风,1,北京
26,17,32,11,71,23,120,2023-09-10,星期日,24,20,阴~多云,南风,1,北京
26,17,32,11,71,23,120,2023-09-11,星期一,29,19,阴~多云,东北风,2,北京
26,17,32,11,71,23,120,2023-09-12,星期二,27,16,晴,东南风,1,北京
26,17,32,11,71,23,120,2023-09-13,星期三,27,16,晴,南风,2,北京
26,17,32,11,71,23,120,2023-09-14,星期四,29,16,多云~晴,西南风,2,北京
26,17,32,11,71,23,120,2023-09-15,星期五,29,17,晴,南风,2,北京
26,17,32,11,71,23,120,2023-09-16,星期六,29,19,多云,南风,2,北京
26,17,32,11,71,23,120,2023-09-17,星期日,29,19,阴~多云,西南风,2,北京
26,17,32,11,71,23,120,2023-09-18,星期一,30,19,阴~晴,东南风,1,北京
26,17,32,11,71,23,120,2023-09-19,星期二,24,15,阴~晴,东北风,2,北京
26,17,32,11,71,23,120,2023-09-20,星期三,27,15,多云,东北风,1,北京
26,17,32,11,71,23,120,2023-09-21,星期四,28,16,晴~多云,西南风,1,北京
26,17,32,11,71,23,120,2023-09-22,星期五,27,16,多云,东北风,3,北京
26,17,32,11,71,23,120,2023-09-23,星期六,25,15,阴~多云,东南风,2,北京
26,17,32,11,71,23,120,2023-09-24,星期日,21,15,小雨~多云,西南风,1,北京
26,17,32,11,71,23,120,2023-09-25,星期一,22,15,阴~多云,西南风,1,北京
26,17,32,11,71,23,120,2023-09-26,星期二,24,16,阴~多云,西南风,2,北京
26,17,32,11,71,23,120,2023-09-27,星期三,28,13,阴~晴,西北风,2,北京
26,17,32,11,71,23,120,2023-09-28,星期四,26,15,阴,西南风,1,北京
26,17,32,11,71,23,120,2023-09-29,星期五,27,14,多云~晴,西北风,2,北京
26,17,32,11,71,23,120,2023-09-30,星期六,25,11,晴,西北风,3,北京
22,9,27,5,99,20,179,2023-10-01,星期日,26,11,晴,西南风,1,北京
22,9,27,5,99,20,179,2023-10-02,星期一,23,14,阴~多云,西南风,2,北京
22,9,27,5,99,20,179,2023-10-03,星期二,25,15,多云,西南风,2,北京
22,9,27,5,99,20,179,2023-10-04,星期三,24,9,阴~晴,西北风,3,北京
22,9,27,5,99,20,179,2023-10-05,星期四,21,12,阴~多云,西南风,1,北京
22,9,27,5,99,20,179,2023-10-06,星期五,22,11,阴~多云,东风,1,北京
22,9,27,5,99,20,179,2023-10-07,星期六,22,11,多云~小雨,西南风,2,北京
22,9,27,5,99,20,179,2023-10-08,星期日,22,12,阴~多云,西北风,2,北京
22,9,27,5,99,20,179,2023-10-09,星期一,23,10,阴~晴,北风,3,北京
22,9,27,5,99,20,179,2023-10-10,星期二,23,10,多云~晴,南风,1,北京
22,9,27,5,99,20,179,2023-10-11,星期三,23,12,晴~小雨,西南风,2,北京
22,9,27,5,99,20,179,2023-10-12,星期四,20,12,小雨,西南风,2,北京
22,9,27,5,99,20,179,2023-10-13,星期五,22,9,阴~晴,西北风,3,北京
22,9,27,5,99,20,179,2023-10-14,星期六,24,10,晴,西北风,2,北京
22,9,27,5,99,20,179,2023-10-15,星期日,23,7,晴,东北风,2,北京
22,9,27,5,99,20,179,2023-10-16,星期一,21,8,晴,南风,1,北京
22,9,27,5,99,20,179,2023-10-17,星期二,21,14,晴~小雨,西南风,1,北京
22,9,27,5,99,20,179,2023-10-18,星期三,22,11,阴~多云,西北风,3,北京
22,9,27,5,99,20,179,2023-10-19,星期四,20,6,多云~晴,西北风,3,北京
22,9,27,5,99,20,179,2023-10-20,星期五,18,5,晴,西北风,3,北京
22,9,27,5,99,20,179,2023-10-21,星期六,22,6,晴,西南风,1,北京
22,9,27,5,99,20,179,2023-10-22,星期日,23,7,晴,南风,1,北京
22,9,27,5,99,20,179,2023-10-23,星期一,20,8,晴~雾,西南风,1,北京
22,9,27,5,99,20,179,2023-10-24,星期二,23,9,晴,西南风,1,北京
22,9,27,5,99,20,179,2023-10-25,星期三,27,10,晴,西北风,2,北京
22,9,27,5,99,20,179,2023-10-26,星期四,22,6,晴,南风,2,北京
22,9,27,5,99,20,179,2023-10-27,星期五,22,7,阴~晴,西南风,1,北京
22,9,27,5,99,20,179,2023-10-28,星期六,21,9,晴~雾,东风,1,北京
22,9,27,5,99,20,179,2023-10-29,星期日,19,11,晴~雾,东北风,1,北京
22,9,27,5,99,20,179,2023-10-30,星期一,22,11,阴~雾,东北风,1,北京
22,9,27,5,99,20,179,2023-10-31,星期二,20,12,多云~雾,东南风,1,北京
1,-7,12,-16,12,0,25,2023-12-01,星期五,3,-6,晴,西北风,1,北京
1,-7,12,-16,12,0,25,2023-12-02,星期六,10,-5,阴~晴,北风,2,北京
1,-7,12,-16,12,0,25,2023-12-03,星期日,9,-4,晴,西南风,1,北京
1,-7,12,-16,12,0,25,2023-12-04,星期一,10,-3,阴~晴,北风,1,北京
1,-7,12,-16,12,0,25,2023-12-05,星期二,8,-1,多云,西风,1,北京
1,-7,12,-16,12,0,25,2023-12-06,星期三,11,-2,晴,西北风,2,北京
1,-7,12,-16,12,0,25,2023-12-07,星期四,9,-2,多云~晴,东北风,1,北京
1,-7,12,-16,12,0,25,2023-12-08,星期五,12,-2,多云~晴,西北风,1,北京
1,-7,12,-16,12,0,25,2023-12-09,星期六,8,-3,多云,东南风,1,北京
1,-7,12,-16,12,0,25,2023-12-10,星期日,0,-4,阴~小雪,东南风,2,北京
1,-7,12,-16,12,0,25,2023-12-11,星期一,-1,-7,阴~多云,西风,1,北京
1,-7,12,-16,12,0,25,2023-12-12,星期二,-2,-4,多云~阴,南风,2,北京
1,-7,12,-16,12,0,25,2023-12-13,星期三,-1,-5,中雪,东风,2,北京
1,-7,12,-16,12,0,25,2023-12-14,星期四,-3,-7,中雪~小雪,东南风,1,北京
1,-7,12,-16,12,0,25,2023-12-15,星期五,-4,-13,阴~多云,西北风,3,北京
1,-7,12,-16,12,0,25,2023-12-16,星期六,-7,-16,晴,西北风,4,北京
1,-7,12,-16,12,0,25,2023-12-17,星期日,-6,-14,晴~多云,西南风,1,北京
1,-7,12,-16,12,0,25,2023-12-18,星期一,-4,-12,阴~晴,东南风,1,北京
